age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,Private-sector,150042,Higher-education,13,Previously-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,98092,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,<=50K
*,Private-sector,245918,Pre-higher-education,7,Never-married,Manual-or-service,Own-child,White,Male,0,0,12,North-America,<=50K
*,Private-sector,146013,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,4064,0,40,North-America,<=50K
*,Private-sector,378322,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,257295,Higher-education,10,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,75,Southeast-Asia,>50K
*,Unknown,218956,Higher-education,10,Never-married,Unknown,Own-child,White,Male,0,0,24,North-America,<=50K
*,Private-sector,21174,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,185480,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,45,North-America,<=50K
*,Private-sector,222205,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,40,North-America,>50K
*,Private-sector,69867,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,191260,Pre-higher-education,5,Never-married,Manual-or-service,Own-child,White,Male,1055,0,24,North-America,<=50K
*,Self-employed,30653,Higher-education,14,Married-spouse-present,Manual-or-service,Husband,White,Male,2407,0,98,North-America,<=50K
*,Government,209109,Higher-education,14,Never-married,Non-manual,Own-child,White,Male,0,0,35,North-America,<=50K
*,Private-sector,70377,Pre-higher-education,9,Previously-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,477983,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,170924,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,7298,0,40,North-America,>50K
*,Private-sector,190174,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,193787,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,279472,Higher-education,10,Married-spouse-present,Manual-or-service,Wife,White,Female,7298,0,48,North-America,>50K
*,Private-sector,34918,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,15,Western-Europe,<=50K
*,Government,97688,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,5178,0,40,North-America,>50K
*,Private-sector,175413,Higher-education,12,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,45,North-America,<=50K
*,Private-sector,173960,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Female,0,0,42,North-America,<=50K
*,Private-sector,205759,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Government,425161,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,40,North-America,>50K
*,Private-sector,220531,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Private-sector,176609,Higher-education,10,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,45,North-America,<=50K
*,Private-sector,371987,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,193884,Pre-higher-education,4,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,South-America,<=50K
*,Private-sector,200352,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,127595,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Government,220419,Higher-education,13,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,56,North-America,<=50K
*,Private-sector,231931,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,45,North-America,<=50K
*,Private-sector,248402,Higher-education,13,Never-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,<=50K
*,Private-sector,111095,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,16,North-America,<=50K
*,Self-employed,57424,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Female,0,0,60,North-America,<=50K
*,Private-sector,278130,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,169469,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Male,0,0,80,North-America,<=50K
*,Private-sector,146268,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,7688,0,40,North-America,>50K
*,Private-sector,153718,Higher-education,10,Never-married,Manual-or-service,Not-in-family,Non-White,Female,0,0,25,North-America,<=50K
*,Private-sector,217460,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,>50K
*,Private-sector,238638,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,4386,0,40,North-America,>50K
*,Private-sector,303296,Higher-education,10,Married-spouse-present,Non-manual,Wife,Non-White,Female,0,0,40,Southeast-Asia,<=50K
*,Private-sector,173321,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,193945,Higher-education,12,Never-married,Non-manual,Not-in-family,White,Male,0,0,45,North-America,<=50K
*,Private-sector,83082,Higher-education,12,Never-married,Non-manual,Not-in-family,White,Female,0,0,33,North-America,<=50K
*,Private-sector,193815,Higher-education,12,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Self-employed,34987,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,54,North-America,>50K
*,Private-sector,59306,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,142897,Higher-education,14,Married-spouse-present,Non-manual,Husband,Non-White,Male,7298,0,35,East-Asia,>50K
*,Self-employed,205607,Higher-education,13,Previously-married,Non-manual,Not-in-family,Non-White,Female,0,0,40,North-America,>50K
*,Private-sector,199698,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,15,North-America,<=50K
*,Private-sector,191954,Higher-education,10,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Self-employed,138714,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,399087,Pre-higher-education,3,Married-spouse-present,Manual-or-service,Other-relative,White,Female,0,0,40,Central-America,<=50K
*,Private-sector,423158,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,159841,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,24,North-America,<=50K
*,Self-employed,174308,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,50356,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,1485,50,North-America,<=50K
*,Private-sector,186110,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,45,North-America,<=50K
*,Private-sector,200381,Pre-higher-education,7,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Self-employed,174309,Higher-education,14,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,10,North-America,<=50K
*,Self-employed,78383,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,187728,Higher-education,10,Married-spouse-present,Non-manual,Wife,White,Female,0,1887,50,North-America,>50K
*,Self-employed,321171,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,127921,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,2050,0,55,North-America,<=50K
*,Private-sector,206565,Higher-education,10,Never-married,Manual-or-service,Not-in-family,Non-White,Male,0,0,45,North-America,<=50K
*,Private-sector,224563,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,178686,Higher-education,11,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Government,98545,Pre-higher-education,6,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,242606,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,270942,Pre-higher-education,3,Never-married,Manual-or-service,Other-relative,White,Male,0,0,48,Central-America,<=50K
*,Private-sector,94235,Pre-higher-education,9,Never-married,Manual-or-service,Other-relative,White,Male,0,0,40,North-America,<=50K
*,Private-sector,71195,Higher-education,14,Never-married,Non-manual,Not-in-family,White,Male,0,0,60,North-America,<=50K
*,Private-sector,261192,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,94936,Higher-education,12,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,296478,Higher-education,11,Married-spouse-present,Manual-or-service,Husband,White,Male,7298,0,40,North-America,>50K
*,Government,119272,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,7298,0,40,North-America,>50K
*,Private-sector,85043,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,20,North-America,<=50K
*,Government,293364,Higher-education,10,Never-married,Manual-or-service,Own-child,Non-White,Female,0,0,40,North-America,<=50K
*,Self-employed,241895,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,42,North-America,<=50K
*,Unknown,36135,Pre-higher-education,7,Married-spouse-present,Unknown,Husband,White,Male,0,0,8,North-America,<=50K
*,Unknown,151989,Higher-education,11,Previously-married,Unknown,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,156464,Higher-education,13,Never-married,Non-manual,Own-child,White,Male,0,0,25,North-America,<=50K
*,Private-sector,117963,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,192262,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,111363,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Government,329752,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,30,North-America,<=50K
*,Unknown,372020,Higher-education,13,Married-spouse-present,Unknown,Husband,White,Male,0,0,40,North-America,>50K
*,Government,95432,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,161400,Pre-higher-education,7,Previously-married,Manual-or-service,Unmarried,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,96129,Higher-education,11,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,111949,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,35,North-America,<=50K
*,Self-employed,117125,Pre-higher-education,5,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,Western-Europe,<=50K
*,Private-sector,348022,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,24,North-America,<=50K
*,Private-sector,270092,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,180609,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,174575,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Male,0,1564,45,North-America,>50K
*,Private-sector,92262,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,183081,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,362589,Higher-education,12,Never-married,Non-manual,Not-in-family,White,Female,0,0,15,North-America,<=50K
*,Private-sector,212448,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Female,0,0,45,North-America,>50K
*,Private-sector,481060,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Government,185885,Higher-education,10,Never-married,Non-manual,Unmarried,White,Female,0,0,15,North-America,<=50K
*,Private-sector,89821,Pre-higher-education,7,Never-married,Manual-or-service,Own-child,White,Male,0,0,10,North-America,<=50K
*,Government,184018,Higher-education,11,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,38,North-America,>50K
*,Private-sector,256649,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,160323,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,Non-White,Male,0,0,40,North-America,<=50K
*,Government,350845,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,10,North-America,<=50K
*,Private-sector,267404,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,40,North-America,<=50K
*,Private-sector,35633,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Self-employed,80914,Higher-education,14,Previously-married,Non-manual,Not-in-family,White,Male,0,0,30,North-America,<=50K
*,Private-sector,172927,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,174319,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,214955,Pre-higher-education,3,Previously-married,Manual-or-service,Not-in-family,White,Female,0,2339,45,North-America,<=50K
*,Private-sector,344991,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,108699,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Government,117312,Higher-education,10,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,40,North-America,<=50K
*,Private-sector,396099,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Female,0,0,25,North-America,<=50K
*,Private-sector,134152,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
